n,p,f,x,y,z,a1,a2,a3,a4,b1,b2,b3,b4,c1,c2,c3,c4,g1,g2,l1,l2,l3,l4,e1,e2,cent_price_cor,cent_trans_cor
196,0.8,0.3,26,21,4,3.1,0.11,3.8,0.19,2.8,0.28,3.9,0.19,4,0.21,1.5,0.29,0.047,0.6,0.196,0.9,0.042,1.6,1.9,0.4,-0.269,0.431
308,0.9,0.3,12,16,4,3,0.24,1.5,0.18,1.5,0.21,4.3,0.24,1.3,0.29,2.2,0.19,0.045,0.5,0.118,2,0.077,1.7,2.7,1.2,-0.28,0.478
171,0.6,0.3,28,27,2,2.2,0.13,5,0.15,1.8,0.27,1.4,0.3,3.4,0.25,3.7,0.22,0.042,1.6,0.125,1.9,0.008,0.8,2.8,1.5,-0.174,0.344
531,0.6,0.4,10,16,4,3.7,0.17,3.7,0.3,4.8,0.25,1.5,0.23,3,0.17,1.1,0.22,0.111,1.9,0.13,0.7,0.015,0.9,1,0.7,-0.221,0.25
979,0.6,0.2,14,21,9,3.7,0.3,4.7,0.22,3.2,0.15,3.1,0.2,1.5,0.2,2.7,0.23,0.024,0.5,0.011,0.8,0.025,2,2.4,2.9,-0.253,0.441
817,0.6,0.3,23,12,8,1.6,0.21,2.3,0.16,3.7,0.17,4.1,0.21,3.1,0.15,2.5,0.25,0.175,1.1,0.019,1.4,0.086,1.2,1.5,1.2,-0.194,0.397
875,0.8,0.5,24,18,3,2,0.28,2.2,0.26,3.1,0.19,3,0.28,4.6,0.12,2.1,0.23,0.021,0.8,0.085,0.9,0.096,0.7,1.2,0.3,-0.182,0.365
773,0.6,0.3,23,28,3,2.3,0.13,1.7,0.14,1.1,0.16,1.6,0.3,3.4,0.14,4.8,0.13,0.054,1.1,0.159,0.5,0.077,1,1.4,2.2,-0.199,0.43
358,0.7,0.5,11,18,8,3.6,0.13,1.2,0.27,3.4,0.11,4.4,0.23,3.6,0.28,3.7,0.18,0.048,1,0.045,1.5,0.045,0.9,0.4,2.9,-0.354,0.5
748,0.8,0.4,10,22,9,4.2,0.28,4.3,0.28,4.3,0.24,2.7,0.24,1.4,0.24,1.5,0.26,0.126,0.9,0.151,1.3,0.055,1.9,1,1.5,-0.239,0.409
974,0.5,0.4,19,24,3,3.8,0.22,2.8,0.23,4.9,0.12,3.1,0.24,4.3,0.28,2.7,0.18,0.063,1.4,0.093,1.6,0.019,0.6,2.2,1.8,-0.14,0.351
549,0.7,0.3,12,12,2,4.9,0.23,4.9,0.24,4.6,0.15,1.1,0.26,4.6,0.26,4.5,0.2,0.112,0.9,0.061,1.4,0.028,0.6,1.5,0.7,-0.285,0.475
585,0.8,0.3,20,28,7,3,0.15,1.1,0.17,3.1,0.22,3.4,0.22,2.8,0.15,4,0.11,0.16,0.8,0.076,1.2,0.093,1,1.3,1.6,-0.236,0.419
413,0.8,0.3,11,14,10,3,0.14,3.1,0.1,4.1,0.21,3.2,0.25,2.7,0.11,2.9,0.25,0.05,1.2,0.104,1.2,0.055,0.7,1.6,0.6,-0.386,0.526
358,0.9,0.2,23,13,1,2.5,0.12,2.7,0.27,4.3,0.27,2,0.26,3.1,0.25,1.4,0.17,0.198,1.6,0.035,1.4,0,0.8,1.7,1.7,-0.379,0.532
117,0.8,0.5,12,30,8,2,0.25,4.9,0.21,1.9,0.24,1.9,0.16,4.8,0.15,1.1,0.26,0.083,0.6,0.161,1.4,0.015,0.9,2.8,0.7,-0.114,0.208
523,0.7,0.5,13,11,4,2.2,0.18,2,0.14,4.1,0.29,1.6,0.14,1.2,0.25,2.8,0.29,0.139,1.8,0.001,1.8,0.083,1,2.4,1.6,-0.442,0.531
861,0.7,0.5,22,28,5,1.5,0.11,4.5,0.25,3.7,0.13,2.5,0.23,4.8,0.23,1.1,0.24,0.083,1.9,0.028,1.2,0.078,1.5,0.8,2.3,-0.331,0.429
204,0.6,0.5,16,22,3,4,0.24,3.9,0.28,1.5,0.16,3.3,0.27,4.1,0.17,3,0.11,0.088,1.1,0.001,1.9,0.026,0.9,1.3,1.6,0.053,0.191
204,0.8,0.3,22,20,2,4.1,0.22,3.9,0.12,2.9,0.2,3.9,0.28,3.3,0.26,3.4,0.26,0.137,1.7,0.019,1.2,0.026,0.6,1.2,2.2,-0.084,0.267
357,0.9,0.3,19,30,3,4.5,0.14,3,0.28,4.2,0.24,1.1,0.23,1.6,0.26,4.6,0.24,0.102,1.2,0.196,1.5,0.023,1.6,1.7,0.4,-0.036,0.213
230,0.7,0.5,27,22,6,1.7,0.26,2.3,0.14,4.4,0.11,2.6,0.17,2.5,0.11,3.6,0.17,0.188,1.7,0.089,1.8,0.07,1.5,2.7,2.5,-0.126,0.16
666,0.7,0.4,12,24,6,2.3,0.15,2.8,0.13,2.4,0.28,2.2,0.13,1.7,0.19,1.2,0.13,0.18,1.1,0.031,1.4,0.047,1,0.3,0.6,-0.23,0.598
988,0.7,0.4,10,15,8,2.8,0.12,2.5,0.25,1.6,0.29,3.8,0.25,1.3,0.27,2.2,0.23,0.175,1.5,0.146,1.6,0.066,0.6,2.3,1.6,-0.239,0.414
290,0.8,0.3,18,17,5,3.7,0.14,1.8,0.23,2,0.16,2,0.1,1.5,0.16,3.9,0.12,0.19,1.2,0.082,2,0.01,1.7,2.4,0.3,-0.308,0.382
728,0.7,0.4,30,13,8,4.4,0.25,2.4,0.16,1.1,0.15,3.9,0.14,3.9,0.18,2.7,0.12,0.143,1.7,0.125,1.1,0.043,0.7,2.1,0.8,-0.357,0.476
422,0.8,0.3,26,26,8,1.2,0.18,3.5,0.21,1.5,0.24,4,0.18,2,0.19,1.4,0.21,0.004,1.6,0.16,1.5,0.065,1.7,0.4,0.2,-0.299,0.395
710,0.7,0.3,20,28,5,4.4,0.15,1.2,0.29,4.4,0.13,4.5,0.25,4.1,0.12,2.7,0.27,0.133,1.5,0.043,1.3,0.096,1.6,2.2,2.8,-0.067,0.144
615,0.6,0.2,25,11,5,2.4,0.24,1.9,0.16,1.7,0.19,1.5,0.19,3.2,0.28,4.6,0.2,0.197,1.9,0.174,1.9,0.024,1.8,1.8,2.4,-0.379,0.476
958,0.6,0.3,16,24,1,1.9,0.25,2,0.15,5,0.14,1.6,0.21,3.6,0.17,3.3,0.24,0.162,1.3,0.13,1.4,0.077,0.9,1.7,1.1,-0.161,0.443
756,0.9,0.2,14,29,3,1.4,0.28,2,0.18,2.7,0.17,2.9,0.24,3.6,0.13,2.9,0.23,0.006,1.5,0.05,0.9,0.082,1,2.6,0.1,-0.121,0.474
746,0.8,0.3,27,18,1,3.8,0.2,3.4,0.25,1.7,0.12,4.9,0.21,1.2,0.13,2.8,0.25,0.152,2,0.05,1.1,0.069,1.9,1.8,1.9,-0.291,0.43
272,0.6,0.4,23,16,1,3.7,0.25,2.5,0.15,4.9,0.11,3.4,0.17,2.9,0.12,4.3,0.11,0.093,0.6,0.196,1.3,0.089,1.3,1.9,2.9,-0.089,0.378
318,0.8,0.3,25,29,7,1.9,0.3,4.5,0.21,3.7,0.18,4,0.23,2.8,0.19,4,0.15,0.129,1.1,0.02,1.2,0.043,1.1,2.6,0.4,-0.267,0.329
744,0.8,0.3,16,20,6,3,0.15,4,0.18,4.4,0.22,1.5,0.12,3.1,0.1,1.2,0.18,0.131,1.7,0.183,1.5,0.013,1,3,1,-0.323,0.41
595,0.8,0.2,26,28,2,2.3,0.15,4.1,0.18,4.9,0.3,1.3,0.15,1.5,0.21,3.9,0.27,0.089,1.3,0.022,1.1,0.025,0.7,1.1,1.1,-0.28,0.403
769,0.6,0.4,20,10,3,4,0.28,2.4,0.21,4.4,0.26,3.1,0.24,3.1,0.2,2.6,0.12,0.11,1.8,0.185,1.1,0.028,1.9,3,1,-0.291,0.449
267,0.7,0.3,24,27,5,4.5,0.12,2.7,0.19,1.9,0.22,3,0.23,1.2,0.22,2,0.19,0.054,1.6,0.143,0.9,0.047,1.3,2.9,1.8,-0.016,0.342
161,0.7,0.2,19,30,4,1.4,0.11,1.1,0.19,2.8,0.29,4.3,0.19,4,0.11,1.7,0.19,0.119,1.2,0.006,1,0.05,0.8,2.1,1.1,-0.189,0.311
750,0.8,0.3,27,19,3,3.4,0.17,2.9,0.11,3.5,0.26,3.6,0.11,1.5,0.26,2.5,0.15,0.135,1.1,0.08,1.9,0.067,0.6,0.7,0.6,-0.17,0.247
898,0.6,0.5,24,28,10,2,0.14,2.5,0.16,2.9,0.15,2.4,0.22,3.7,0.18,4,0.13,0.188,0.9,0.009,0.6,0.076,1.3,1,2.4,-0.369,0.464
810,0.6,0.3,18,15,5,3.4,0.14,1.1,0.25,1,0.23,3.2,0.21,1,0.24,3.7,0.29,0.113,1.8,0.016,1.9,0.07,0.6,2.1,2.8,0.032,0.466
109,0.9,0.3,14,20,8,1.5,0.26,2.8,0.27,2,0.21,1.8,0.14,5,0.24,1.6,0.17,0.096,1.5,0.123,1.3,0.009,0.7,0.8,1.4,0.134,0.424
408,0.8,0.3,15,26,8,2.5,0.11,1.1,0.2,1.9,0.24,1.9,0.23,3,0.26,4.1,0.21,0.111,1.1,0.035,1.8,0.008,2,0.8,2.8,-0.361,0.457
218,0.8,0.5,24,25,1,1.2,0.18,3.5,0.22,4.8,0.13,2.4,0.28,3.7,0.25,4.4,0.23,0.12,1.5,0.021,0.8,0.055,0.8,0.8,1.7,-0.378,0.51
780,0.8,0.4,27,10,3,3.2,0.25,1.9,0.23,4.4,0.29,3.6,0.3,2.5,0.27,3.5,0.25,0.112,0.6,0.043,0.9,0.032,1.2,0.3,1.9,-0.205,0.312
467,0.6,0.4,15,12,1,3.9,0.27,3.1,0.11,2.5,0.12,2.1,0.17,2.5,0.2,3.3,0.11,0.004,1.1,0.108,1,0.012,0.8,1.5,0.7,-0.267,0.41
875,0.7,0.2,27,23,8,3.9,0.11,2.1,0.23,4.5,0.21,2.8,0.2,3.3,0.17,1.6,0.24,0.186,0.7,0.017,1.4,0.024,1.5,0.6,2.1,-0.167,0.44
332,0.5,0.2,15,25,7,3.4,0.28,4.6,0.23,1.1,0.21,3.4,0.17,4.9,0.25,2.6,0.14,0.176,1.4,0.041,1.6,0.067,1.8,2.8,1.9,-0.229,0.257
224,0.7,0.4,30,20,5,2.5,0.22,2.5,0.13,2,0.15,4.5,0.27,3.8,0.15,2.6,0.23,0.152,1.4,0.154,1.7,0.094,0.6,2.4,2.4,-0.039,0.17
996,0.8,0.5,23,27,8,1.9,0.16,2.3,0.3,1.8,0.18,1.9,0.16,2.8,0.13,1.3,0.25,0.046,1.7,0.023,1,0.006,1.1,1.9,0.4,-0.014,0.007
604,0.9,0.3,16,10,7,3.1,0.14,2.1,0.2,3.9,0.12,2.7,0.28,1.7,0.22,4.7,0.2,0.192,1.3,0.03,2,0.029,0.6,1.5,2.8,0.088,0.232
431,0.6,0.3,18,18,1,1.4,0.17,1.3,0.26,4.4,0.17,4.2,0.13,1.3,0.21,1.5,0.27,0.12,0.7,0.063,0.7,0.063,1,1.4,3,-0.098,0.283
965,0.8,0.2,25,15,6,1.7,0.28,1.6,0.14,4.8,0.17,2,0.17,4.3,0.13,1.7,0.14,0.155,1.4,0.175,1.2,0.069,1.3,2.4,0.5,-0.303,0.449
600,0.5,0.5,24,14,8,2.6,0.23,3.7,0.22,3.6,0.21,3.1,0.26,1.9,0.18,4.8,0.19,0.178,1,0.045,1.7,0.041,1.6,0.7,2.3,-0.069,0.125
381,0.6,0.5,24,23,4,4.7,0.25,3,0.12,1.5,0.18,4.1,0.22,1.3,0.24,3.5,0.22,0.067,1.4,0.167,1.4,0.054,1.2,1.3,1.2,-0.241,0.467
906,0.9,0.2,21,14,5,3.2,0.25,4,0.29,4.9,0.28,4.5,0.2,1.8,0.14,1.8,0.21,0.129,1.7,0.005,2,0.038,2,0.4,1.3,-0.189,0.374
677,0.7,0.3,15,11,2,1,0.15,2,0.23,2.8,0.23,4.8,0.11,1.5,0.3,2.9,0.15,0.139,0.8,0.023,0.7,0.018,0.9,2,1,-0.327,0.489
539,0.6,0.2,12,19,5,4.3,0.26,1.8,0.25,2.3,0.23,4.6,0.11,4.1,0.27,4.4,0.11,0.138,1.7,0.077,1.9,0.021,0.8,3,2.5,-0.178,0.372
117,0.8,0.4,12,30,9,1.5,0.25,1.8,0.12,1.5,0.25,1.2,0.29,1.7,0.19,3,0.12,0.076,1.2,0.027,1,0.087,0.6,0.8,2,-0.322,0.499
569,0.6,0.4,26,20,10,1,0.26,3.8,0.17,1.6,0.14,2.6,0.26,4.5,0.21,4.7,0.13,0.151,1.2,0.17,1.7,0.047,1,0.9,1.3,-0.147,0.346
140,0.6,0.2,25,10,7,4.7,0.28,4.9,0.14,3.3,0.2,4.3,0.25,4.1,0.15,4.9,0.12,0.179,1.2,0.053,1.2,0,0.9,2.6,1.8,-0.27,0.372
827,0.6,0.4,28,14,4,3.7,0.25,2.7,0.15,2.7,0.26,3.2,0.14,3.3,0.12,4.4,0.23,0.16,2,0.041,1.4,0.034,1.6,2.3,1.5,-0.451,0.476
456,0.8,0.2,29,13,5,3.9,0.25,3.8,0.25,2.1,0.29,2.6,0.15,4.5,0.13,1.6,0.15,0.176,1.1,0.178,0.6,0.01,1.4,0.9,1.5,-0.345,0.461
522,0.9,0.3,19,17,3,1.1,0.17,4.4,0.12,1.9,0.17,4.4,0.3,4.8,0.28,3.2,0.24,0.124,1.1,0.133,1.5,0.046,1,2.8,3,-0.245,0.37
724,0.7,0.3,18,16,5,2.7,0.18,2.4,0.16,2.7,0.24,2.7,0.19,1,0.2,4.2,0.2,0.162,1.5,0.03,1.2,0.093,0.8,2.6,2.2,-0.299,0.469
939,0.8,0.5,21,24,9,2,0.25,3.2,0.17,4.2,0.3,1.6,0.21,1.5,0.1,1.2,0.19,0.074,0.8,0.184,0.8,0.074,1.8,2.7,1.4,-0.165,0.364
888,0.7,0.2,19,14,9,2.1,0.11,1.8,0.21,1.1,0.16,4.1,0.2,4.5,0.26,1,0.13,0.128,0.8,0.114,1.7,0.073,1.7,0.5,2.3,-0.2,0.392
981,0.8,0.3,28,19,6,1.1,0.23,2.2,0.24,1.7,0.27,1.1,0.26,3.6,0.17,3.3,0.19,0.119,1.7,0.181,1.4,0.098,1.8,1,2.6,-0.071,0.188
551,0.7,0.3,11,20,6,1.1,0.11,2.4,0.17,3.8,0.21,3.6,0.18,3.7,0.14,1.8,0.2,0.183,1.1,0.196,1.9,0.013,0.8,0.6,0.2,-0.257,0.257
283,0.8,0.2,25,26,10,1,0.21,1.3,0.26,4.1,0.2,4.9,0.19,3.5,0.27,1.3,0.11,0.085,1.2,0.064,1.4,0.001,1.6,1.5,2.3,-0.355,0.515
449,0.7,0.5,12,24,9,1.8,0.14,2,0.16,1.6,0.2,4.4,0.11,4.1,0.26,3.4,0.21,0.052,1.5,0.166,1,0.033,1,2.7,1.9,-0.103,0.323
276,0.7,0.4,20,28,3,2.6,0.23,1,0.26,3.8,0.29,3.2,0.24,4.4,0.29,3.7,0.19,0.098,0.7,0.193,1.2,0.036,1.2,0.8,2.6,-0.241,0.361
160,0.7,0.4,12,15,3,1.2,0.15,3.4,0.28,3.5,0.27,4.8,0.29,3.2,0.14,1.8,0.11,0.15,1.2,0.135,1.7,0.012,1.4,2.4,0.3,-0.235,0.298
328,0.8,0.4,19,20,6,2.7,0.1,3.6,0.15,4.4,0.28,3.3,0.25,4.2,0.2,3.2,0.11,0.07,1.7,0.035,0.8,0.044,1.5,1.6,0.2,-0.219,0.391
611,0.5,0.2,29,13,10,1.9,0.21,4.2,0.2,2.6,0.14,2.8,0.21,3,0.21,3.5,0.13,0.055,0.8,0.118,0.9,0.021,1.4,0.9,1.9,-0.297,0.415
917,0.6,0.3,30,21,8,3.1,0.16,1.4,0.18,3,0.2,4.2,0.16,2.4,0.12,4.1,0.13,0.076,1.7,0.137,0.5,0.079,1.5,3,2.4,-0.159,0.407
769,0.6,0.2,15,23,7,4.5,0.29,2.6,0.19,3.7,0.25,4.3,0.17,3,0.16,4.1,0.16,0.013,1.2,0.068,1.2,0.078,0.8,0.5,2.4,-0.096,0.335
696,0.9,0.4,30,19,2,1.5,0.19,1.8,0.26,4.9,0.13,1.9,0.15,2.9,0.2,1,0.14,0.089,1.9,0.089,1.3,0.063,1,1.6,2.8,-0.22,0.32
290,0.6,0.4,13,29,1,4.6,0.15,2.8,0.22,4.8,0.11,1.3,0.12,1.1,0.11,4.9,0.25,0.138,0.8,0.087,0.8,0.064,1,1,0.4,-0.285,0.404
609,0.8,0.5,10,19,7,1.8,0.13,3.2,0.11,1.4,0.28,4.3,0.11,1.1,0.27,2.5,0.23,0.073,1.4,0.115,1.9,0.012,0.7,1,1.7,-0.19,0.421
238,0.9,0.3,17,16,8,5,0.12,4.4,0.2,2.1,0.27,1.6,0.23,3,0.28,1.3,0.14,0.12,1.6,0.147,1.5,0.04,1.9,0.8,1.4,-0.333,0.458
273,0.8,0.3,19,10,7,3.1,0.15,2.2,0.27,1.9,0.13,2.5,0.19,2.4,0.18,2.7,0.18,0.199,1.6,0.024,1.8,0.071,1.1,2.4,2.6,-0.005,0.182
749,0.6,0.2,24,17,10,1.9,0.25,2,0.11,4.4,0.16,2.5,0.12,1.4,0.16,2.3,0.22,0.033,1.5,0.144,1.5,0.1,1,1.5,0.5,-0.266,0.379
117,0.9,0.3,25,17,4,2.8,0.25,2.9,0.13,3.6,0.24,2.4,0.25,4.1,0.1,1.6,0.26,0.037,1.4,0.083,1.2,0.036,1.3,1,0.4,-0.175,0.39
620,0.9,0.5,30,22,5,2.4,0.18,4.8,0.19,2,0.15,3.4,0.18,1.7,0.14,4.5,0.26,0.1,0.8,0.074,0.7,0.019,1.7,3,0.5,-0.236,0.379
318,0.7,0.5,27,28,9,1.9,0.11,1.5,0.14,3.9,0.22,3.8,0.22,4.7,0.21,1.9,0.14,0.104,1.9,0.146,0.5,0.028,0.8,1.7,0.2,-0.27,0.292
446,0.6,0.3,22,15,8,2.6,0.21,4.1,0.2,4.1,0.11,3,0.2,1.6,0.26,4.9,0.27,0.017,0.7,0.044,1.5,0.095,0.9,2.2,2,-0.552,0.207
854,0.6,0.3,30,20,8,2.5,0.18,1.6,0.12,3.9,0.13,4.9,0.28,4.8,0.12,2,0.17,0.143,1.8,0.088,1.6,0.092,1,0.1,2.1,-0.03,0.079
803,0.7,0.5,28,13,10,4.1,0.2,2.3,0.22,3.2,0.21,2.8,0.16,1.5,0.23,1.5,0.29,0.104,1.4,0.057,0.8,0.033,0.7,0.3,3,-0.257,0.327
415,0.7,0.4,21,20,7,4,0.22,3.6,0.27,2.3,0.28,2.7,0.24,2.5,0.28,2.3,0.22,0.068,1,0.057,1.2,0.079,1.8,1.3,2.4,-0.256,0.378
319,0.9,0.5,29,15,3,3.4,0.28,1.7,0.12,1.8,0.1,2.4,0.24,2.9,0.23,5,0.12,0.107,2,0.113,1.4,0.092,2,0.9,0.4,-0.134,0.323
900,0.7,0.5,25,10,10,4.6,0.29,3.8,0.11,4.1,0.11,1.2,0.29,4.7,0.18,1.9,0.24,0.104,1.8,0.057,0.9,0.072,1.6,2.7,0.7,-0.049,0.009
919,0.7,0.3,25,22,8,3.5,0.15,3.8,0.19,1.9,0.18,1.8,0.14,3.9,0.11,3.2,0.17,0.17,0.9,0.029,1.3,0.098,1.6,0.7,0.2,-0.342,0.49
555,0.8,0.4,21,26,1,3.5,0.25,4.5,0.24,2,0.12,3.3,0.29,2.8,0.14,1.1,0.29,0.066,2,0.016,0.6,0.074,1.3,0.4,2.1,-0.217,0.43
369,0.6,0.4,15,20,4,1.4,0.27,4.7,0.29,1.6,0.12,4,0.18,2.2,0.24,5,0.1,0.128,1.1,0.054,0.8,0.074,0.7,1.4,2.7,-0.069,0.292
670,0.8,0.3,15,22,7,2.7,0.21,2.6,0.27,2.7,0.13,1.6,0.2,3.7,0.17,2.4,0.19,0.126,0.6,0.106,0.8,0.009,1.5,2.7,1.5,-0.118,0.338
191,0.6,0.4,25,10,2,2.3,0.14,1.8,0.3,2.7,0.1,1.9,0.21,2.2,0.21,4.6,0.14,0.035,1.8,0.169,1.2,0.042,1.5,0.2,2.8,-0.24,0.355
165,0.5,0.4,29,13,10,1.3,0.29,2.9,0.26,1,0.12,4.9,0.26,3,0.25,3.7,0.13,0.104,1.6,0.018,0.9,0.015,1.9,1.8,0.2,-0.207,0.47
987,0.7,0.5,20,12,10,4.3,0.12,1.7,0.14,1.8,0.25,2.1,0.13,2.4,0.16,1.2,0.13,0.042,1.2,0.131,2,0.038,1.6,2.1,0.3,-0.193,0.304
831,0.8,0.3,26,11,2,4.5,0.19,3.4,0.26,4.7,0.16,2,0.21,5,0.13,3.6,0.26,0.181,0.6,0.037,0.9,0.038,0.6,0.3,1.5,-0.117,0.339
676,0.7,0.4,18,29,7,1.8,0.13,3.1,0.11,2.1,0.15,3,0.1,1.5,0.16,3.8,0.12,0.106,1.7,0.009,0.6,0.062,0.5,0.4,0.6,-0.051,0.355
187,0.5,0.3,24,12,5,3.7,0.11,4.8,0.16,1.7,0.23,3.8,0.24,3.3,0.23,2.4,0.23,0.147,0.7,0.062,1.6,0.083,0.7,1.5,1.8,-0.146,0.396
114,0.8,0.3,28,25,9,1.6,0.21,3.6,0.11,2.4,0.12,5,0.22,1.6,0.25,3.3,0.22,0.115,1.8,0.157,1.2,0.044,1.9,1.4,2.1,-0.145,0.462
662,0.7,0.4,18,10,4,2.4,0.27,3.9,0.29,2.8,0.22,3,0.23,1.2,0.25,4.2,0.22,0.129,1.7,0.094,1.6,0.086,1.9,2.4,2.7,-0.214,0.447
981,0.7,0.2,25,28,7,1.1,0.13,1.1,0.19,1,0.26,1.2,0.13,1.4,0.25,3.5,0.18,0.064,2,0.062,2,0.021,2,1.5,0.9,-0.106,0.289
462,0.6,0.3,19,16,6,1.3,0.29,1.8,0.11,3.9,0.23,4.6,0.21,3.5,0.29,3.8,0.15,0.032,1,0.148,1.9,0.01,1.7,1.2,2.9,-0.404,0.476
514,0.7,0.5,23,11,3,3.7,0.27,3.9,0.24,3.6,0.13,3.4,0.18,3.7,0.26,2,0.24,0.035,0.8,0.091,1.9,0.078,1.8,2.2,1.2,-0.17,0.352
153,0.9,0.3,18,14,3,1,0.25,4.2,0.28,4.7,0.3,1.5,0.17,4.3,0.16,1.7,0.22,0.039,1.7,0.162,1.9,0.093,1,1.9,1.6,-0.266,0.377
669,0.8,0.3,23,29,10,4.5,0.19,3.4,0.29,1.7,0.1,2.9,0.21,2.7,0.1,1.1,0.19,0.03,1.8,0.117,1,0.047,1.8,0.6,2.6,-0.199,0.369
987,0.8,0.3,29,12,5,1.4,0.29,2.9,0.21,3.7,0.3,4.2,0.18,1.6,0.16,3.6,0.12,0.047,1.9,0.067,0.6,0.042,0.7,0.8,0.6,-0.261,0.357
627,0.9,0.4,10,10,9,1.1,0.23,2.2,0.18,2.7,0.16,2.7,0.28,1.3,0.25,4.9,0.13,0.138,0.7,0.117,1.4,0.095,1.5,0.6,0.6,-0.189,0.374
358,0.7,0.4,18,15,4,3.7,0.26,1.6,0.19,2.2,0.2,1.7,0.12,4.9,0.18,4.8,0.21,0.18,0.5,0.139,1.5,0.011,1.7,1.3,2.1,-0.2,0.36
643,0.7,0.4,14,29,5,4.2,0.12,3.3,0.28,2.8,0.26,3,0.23,3.2,0.12,2,0.18,0.132,1.9,0.109,0.8,0.07,1.7,1,0.4,-0.225,0.487
906,0.7,0.3,30,14,4,1.1,0.26,3.2,0.13,3.2,0.2,1.9,0.15,3.3,0.12,4.6,0.26,0.046,1.4,0.019,1.5,0.006,0.6,0.5,1.7,-0.223,0.55
660,0.7,0.4,21,10,10,3,0.14,1.2,0.2,2.7,0.12,2.6,0.17,2.7,0.12,4.4,0.19,0.072,0.6,0.152,1.8,0.085,1.8,2.9,0.4,-0.07,0.403
586,0.5,0.3,12,28,9,4,0.3,2.5,0.19,2,0.15,1.5,0.19,4.6,0.18,1.9,0.19,0.072,1.6,0.074,1.7,0.096,0.6,1.2,0.4,-0.154,0.418
502,0.8,0.2,26,13,3,1.6,0.28,1.1,0.24,4.6,0.25,4.9,0.14,3.6,0.24,3.8,0.16,0.004,1.7,0.075,1.1,0.073,1.8,2.6,1.5,-0.218,0.349
297,0.7,0.5,21,10,10,3.4,0.18,3.1,0.3,3.3,0.23,4.7,0.12,2.2,0.24,2.6,0.18,0.159,0.7,0.056,0.9,0.065,1.8,2.1,0.6,-0.312,0.394
154,0.7,0.2,14,20,6,4.9,0.15,2.3,0.28,4.7,0.2,4.9,0.19,1.7,0.23,2,0.11,0.17,0.7,0.016,1.2,0.003,0.5,1.6,2.7,-0.026,-0.037
901,0.6,0.4,28,25,10,3.4,0.16,1.1,0.26,2.4,0.18,2.4,0.26,4.7,0.13,1.7,0.12,0.096,1.6,0.021,1.5,0.018,1.5,2.9,2.9,-0.05,0.276
478,0.7,0.4,23,30,9,2.3,0.16,3.3,0.26,4.1,0.1,1.2,0.3,3.8,0.21,2.9,0.26,0.062,1.8,0.033,1.5,0.055,0.5,1.7,0.5,0.102,0.403
529,0.7,0.4,22,13,3,4.3,0.23,4.3,0.11,2.7,0.23,2.3,0.27,3.6,0.29,3.5,0.2,0.174,1.9,0.014,0.5,0.092,1.2,0.7,2.7,-0.089,0.353
748,0.6,0.3,28,17,5,3,0.2,3.3,0.25,2.2,0.13,2.6,0.27,3.8,0.19,2.1,0.25,0.047,0.6,0.006,1.6,0.056,1.2,0.6,1.1,-0.247,0.351
787,0.8,0.3,16,29,5,1.1,0.14,3.9,0.22,3.9,0.3,2.6,0.22,3.8,0.11,4.4,0.15,0.015,0.8,0.166,1.4,0.087,0.9,1.8,2.4,-0.155,0.309
580,0.7,0.2,28,21,2,1.5,0.25,3.8,0.15,3.5,0.26,3.3,0.19,3,0.19,2,0.23,0.051,0.7,0.171,1.7,0.046,0.7,1,0.2,-0.177,0.295
498,0.5,0.4,22,24,10,1.9,0.24,4.2,0.2,2.5,0.29,1.2,0.19,3.1,0.25,2.1,0.18,0.18,1.2,0.036,1.6,0.091,1.9,1.1,2.4,-0.286,0.449
336,0.6,0.5,25,22,8,1.2,0.14,3.8,0.18,4.8,0.12,2.9,0.13,3.6,0.18,1.1,0.17,0.05,1.4,0.093,1.7,0.046,0.6,1.5,1.8,-0.046,0.202
707,0.7,0.4,11,24,7,2.4,0.15,1.5,0.23,1.7,0.26,2.3,0.16,4,0.22,4.1,0.17,0.116,1.6,0.046,1,0.054,1.3,2.8,0.8,-0.134,0.334
254,0.5,0.3,24,23,4,1.5,0.26,2.7,0.26,3.3,0.2,4.7,0.14,4,0.27,3.4,0.19,0.06,0.7,0.116,1.8,0.028,1.2,1.8,0.3,-0.074,0.251
415,0.6,0.2,22,22,8,4.4,0.24,1.5,0.28,1.8,0.12,4.1,0.12,1,0.17,1.5,0.12,0.072,1.3,0.033,1.8,0.063,1.2,3,1.6,-0.237,0.324
501,0.7,0.4,16,12,5,4.6,0.26,4.1,0.22,4.3,0.29,1.5,0.12,3.5,0.21,3.1,0.2,0.197,0.7,0.004,2,0.024,0.7,1.1,0.5,-0.176,0.227
897,0.9,0.3,18,19,3,4,0.25,2.8,0.15,2.2,0.27,4.4,0.12,4.4,0.29,1.2,0.24,0.034,1.1,0.145,1.4,0.084,1.9,0.2,0.2,-0.262,0.53
346,0.7,0.3,16,18,3,3.5,0.22,1.8,0.14,3.1,0.25,1.4,0.25,1.5,0.19,1.5,0.27,0.011,0.6,0.025,1.3,0.063,0.9,3,1,-0.23,0.376
296,0.5,0.3,11,25,7,1.6,0.19,3.6,0.27,2.3,0.19,1.6,0.26,1.9,0.12,1.2,0.1,0.101,1.5,0.172,1.9,0.027,0.5,2.7,2,-0.316,0.465
